ID,Gender,Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
464939,Male,No,43,No,Entertainment,0,1,Low
461905,Female,No,42,Yes,Artist,0,3,Low
466952,Male,Yes,60,Yes,Artist,0,2,Average
464741,Male,Yes,71,No,Executive,1,,High
460484,Female,No,23,No,Healthcare,4,7,Low
462346,Male,Yes,81,Yes,Lawyer,9,1,Low
465441,Female,Yes,45,Yes,Engineer,2,1,Low
461689,Male,No,33,Yes,Artist,1,2,Low
464846,Male,No,25,No,Entertainment,8,2,Low
462254,Male,Yes,38,No,Executive,1,5,Average
462708,Male,Yes,25,Yes,Executive,8,2,High
467806,Male,Yes,62,Yes,Artist,1,2,High
461173,Male,Yes,45,Yes,Artist,1,4,Low
465912,Female,No,63,Yes,Artist,1,2,Low
461341,Female,Yes,39,Yes,Artist,0,2,High
465135,Female,No,25,No,Engineer,1,1,Low
461654,Female,No,67,Yes,Artist,0,1,Low
459147,Male,Yes,81,Yes,Entertainment,1,1,Low
464611,Male,No,31,Yes,Artist,1,4,Low
460356,Male,No,22,No,Healthcare,1,4,Low
461467,Female,Yes,73,,Lawyer,,2,High
461591,Female,No,33,No,Engineer,1,2,Low
466505,Female,Yes,42,No,Artist,8,5,High
463112,Male,Yes,70,Yes,Lawyer,,1,Low
464717,Male,Yes,25,No,Executive,4,8,High
459051,Male,Yes,66,Yes,Artist,,2,Average
464620,Female,Yes,41,Yes,Artist,1,2,High
462333,Female,Yes,40,Yes,Artist,1,1,Low
463910,Female,Yes,50,Yes,Artist,0,2,Average
464196,Female,,36,Yes,Entertainment,8,1,Low
459262,Female,No,31,No,Entertainment,9,4,Low
467808,Female,Yes,63,Yes,Artist,0,2,Average
460992,Male,Yes,57,No,Executive,0,4,High
459950,Female,No,40,Yes,Artist,0,1,Low
461053,Male,Yes,39,No,Executive,,4,High
467461,Female,Yes,45,Yes,Artist,8,3,High
463779,Female,No,32,No,Healthcare,0,,Low
464177,Male,No,25,Yes,Healthcare,1,3,Low
463918,Female,No,22,No,Healthcare,0,4,Low
464326,Female,No,38,Yes,Artist,1,3,Low
465612,Male,Yes,37,Yes,Artist,9,2,Average
463872,Male,Yes,78,No,Lawyer,1,2,High
466883,Female,Yes,37,Yes,Artist,2,2,Average
467477,Male,Yes,43,Yes,Healthcare,5,2,Average
461307,Male,No,23,No,Healthcare,1,4,Low
463509,Male,No,43,No,Artist,0,1,Low
461470,Male,Yes,43,Yes,Artist,2,2,Average
466138,Male,Yes,71,No,Lawyer,3,2,High
460034,Female,Yes,38,Yes,Artist,8,1,Low
460650,Female,,20,No,Homemaker,13,1,Low
466738,Female,No,27,Yes,Healthcare,0,,Low
465088,Male,Yes,48,Yes,Executive,9,4,High
467253,Female,No,35,Yes,Engineer,,2,Low
462375,Male,Yes,53,Yes,Artist,1,3,Average
466337,Female,Yes,41,No,Engineer,0,2,Low
465924,Female,No,28,Yes,Marketing,0,2,Low
465788,Male,No,22,No,Healthcare,1,6,Low
459570,Male,No,27,Yes,Healthcare,,3,Low
463934,Female,Yes,43,Yes,Artist,3,2,Average
459437,Male,Yes,68,Yes,Lawyer,,2,High
466728,Male,Yes,28,No,Doctor,0,2,Average
461737,Female,Yes,48,Yes,Doctor,1,6,Average
460972,Male,Yes,42,Yes,Artist,14,2,Low
461210,Female,No,38,Yes,Healthcare,0,4,Low
463111,Female,No,42,Yes,Engineer,6,3,Low
465513,Male,No,43,Yes,Entertainment,1,2,Low
461732,Female,Yes,46,Yes,Artist,1,2,Average
459647,Female,No,43,Yes,Engineer,1,2,Low
460257,Female,No,28,Yes,Healthcare,1,6,Low
464437,Female,Yes,48,Yes,Engineer,0,4,Average
461544,Male,Yes,82,No,Lawyer,1,2,High
462749,Male,Yes,49,Yes,Artist,1,2,Low
461472,Female,Yes,41,Yes,Artist,0,2,Average
467659,Male,Yes,66,Yes,Entertainment,0,2,Average
466859,Male,No,22,No,Healthcare,0,5,Low
460101,Female,No,31,Yes,Healthcare,9,3,Low
461885,Female,Yes,49,Yes,Artist,3,5,High
460982,Male,Yes,77,No,Lawyer,1,2,High
460503,Male,No,41,Yes,Entertainment,0,2,Low
460814,Male,Yes,78,No,Entertainment,0,1,Low
459981,Male,No,41,Yes,Artist,7,1,Low
463776,Female,Yes,39,Yes,Artist,3,2,Average
467746,Male,Yes,50,Yes,Executive,0,3,High
460151,Male,Yes,35,Yes,Artist,3,2,Average
467145,Female,Yes,52,Yes,Doctor,1,3,Average
459581,Female,No,35,No,,,,Low
461101,Female,Yes,50,Yes,Engineer,4,4,Average
464240,Male,Yes,52,No,Engineer,,1,Low
461424,Male,Yes,63,No,Healthcare,0,4,Average
464237,Female,Yes,47,Yes,Artist,0,3,Low
463566,Female,Yes,41,Yes,Homemaker,,4,Average
459995,Female,No,38,No,Artist,4,2,Low
465896,Male,No,32,No,Doctor,2,2,Low
463639,Male,No,31,No,Healthcare,0,6,Low
463292,Male,Yes,36,No,Executive,1,3,High
462484,Male,Yes,67,Yes,Artist,0,1,Low
459680,Male,No,41,Yes,Entertainment,,1,Low
465198,Male,Yes,53,Yes,Entertainment,8,4,Average
467820,Male,Yes,51,Yes,Artist,0,1,Low
465817,Male,Yes,56,No,Executive,0,2,Low
467661,Female,Yes,45,Yes,Artist,,,High
464244,Male,Yes,72,Yes,Executive,1,4,High
465717,Female,Yes,42,Yes,Artist,2,2,Average
460461,Female,Yes,26,No,Homemaker,9,2,Average
465535,Female,No,29,No,Entertainment,9,,Low
466931,Male,No,37,Yes,Entertainment,1,2,Low
461106,Male,No,18,No,Healthcare,1,4,Low
465860,Female,,31,Yes,Doctor,1,3,Low
463379,Male,No,29,No,Marketing,1,7,Low
459331,Female,No,70,Yes,Lawyer,0,1,Low
466396,Female,No,19,No,Healthcare,1,5,Low
463135,Male,Yes,46,Yes,Artist,5,2,Average
463418,Male,Yes,53,No,Executive,1,4,High
467300,Female,Yes,50,Yes,Artist,0,1,Low
465518,Female,Yes,43,Yes,Artist,1,3,Average
461964,Female,No,23,No,Healthcare,0,4,Low
463190,Female,Yes,61,Yes,Artist,0,2,Average
461771,Male,Yes,27,Yes,Doctor,9,2,Average
467496,Female,Yes,63,Yes,,4,3,Average
466082,Female,Yes,83,Yes,Lawyer,1,1,Low
461241,Male,Yes,32,Yes,Healthcare,5,2,Low
460741,Male,Yes,58,Yes,Artist,1,5,Average
461752,Male,Yes,67,Yes,Doctor,1,3,Average
461030,Female,No,19,No,Healthcare,8,5,Low
459097,Male,Yes,88,Yes,Lawyer,0,2,High
464615,Male,Yes,35,Yes,Artist,7,2,Low
460928,Male,Yes,45,Yes,Artist,0,4,Average
467682,Female,Yes,35,Yes,Artist,9,4,Average
463480,Female,Yes,27,No,Healthcare,0,2,Low
462370,Male,Yes,35,Yes,Executive,4,3,High
459148,Female,No,20,No,Healthcare,2,3,Low
462588,Male,Yes,41,No,Entertainment,12,3,Average
466102,Female,No,33,No,Healthcare,1,6,Low
464482,Male,Yes,58,Yes,Artist,0,1,Low
463078,Male,Yes,86,No,Executive,0,2,High
464646,Male,Yes,61,No,Engineer,7,5,Average
461151,Male,No,32,Yes,Artist,0,3,Low
466397,Male,No,20,No,Healthcare,0,3,Low
463743,Male,No,32,No,Artist,0,4,Low
467753,Female,Yes,69,No,Artist,0,2,High
465666,Female,No,35,Yes,Entertainment,9,4,Low
463105,Female,No,72,Yes,Lawyer,1,2,Low
465280,Female,Yes,37,Yes,Artist,0,1,Low
466811,Male,No,22,No,Healthcare,0,,Low
467158,Female,No,25,No,Healthcare,0,,Low
465578,Male,No,33,Yes,Healthcare,4,1,Low
466560,Male,Yes,40,No,Executive,0,4,Average
459897,Female,Yes,55,Yes,Artist,1,2,Low
466440,Male,Yes,23,No,Executive,1,9,High
464647,Female,Yes,51,No,Doctor,1,1,High
460851,Male,Yes,69,No,Doctor,0,3,Average
467122,Female,Yes,73,No,Lawyer,0,2,High
460222,Female,,72,Yes,Lawyer,4,,High
460462,Female,No,20,No,Marketing,1,3,Low
459440,Female,No,53,Yes,Artist,1,1,Low
459521,Female,Yes,46,Yes,Artist,0,4,Average
465772,Female,Yes,53,Yes,Engineer,0,4,Low
462218,Male,Yes,53,No,Executive,0,5,Average
467673,Male,Yes,50,No,Executive,0,4,High
461295,Female,Yes,66,Yes,Artist,1,3,Average
466035,Female,Yes,86,Yes,Lawyer,1,2,Low
459830,Female,No,27,Yes,Doctor,8,1,Low
462080,Female,No,42,Yes,Artist,8,1,Low
459330,Male,No,33,No,Marketing,11,9,Low
467058,Male,Yes,82,No,Executive,1,2,High
461122,Male,Yes,26,No,Entertainment,8,2,Low
464886,Male,Yes,38,Yes,Engineer,0,4,Average
463697,Female,No,32,Yes,Artist,6,7,Low
460592,Male,No,20,No,Healthcare,1,5,Low
465995,Male,No,27,No,Entertainment,0,3,Low
461293,Male,No,22,No,Healthcare,0,4,Low
467020,Male,Yes,80,Yes,Lawyer,0,3,High
461153,Female,Yes,32,Yes,Artist,,3,High
467175,Male,Yes,77,Yes,Lawyer,0,1,Low
465154,Male,No,22,No,Healthcare,1,2,Low
466666,Female,Yes,32,Yes,Healthcare,0,2,Low
467583,Male,Yes,47,Yes,Executive,9,,Low
462859,Male,Yes,49,Yes,Entertainment,1,2,Average
467483,Male,Yes,55,Yes,Executive,0,9,High
466950,Male,No,28,Yes,Entertainment,1,2,Low
463417,Male,Yes,59,Yes,Artist,,,Low
466884,Female,Yes,42,No,Doctor,1,1,Low
464564,Female,No,37,Yes,Artist,8,,Low
463203,Female,No,20,No,Healthcare,1,3,Low
464716,Male,Yes,43,Yes,Marketing,0,6,High
466162,Female,Yes,73,Yes,Doctor,0,1,Low
462383,Female,No,46,No,Engineer,1,3,Low
462970,Male,Yes,28,No,Doctor,0,2,Average
463988,Female,Yes,35,Yes,Entertainment,9,2,Average
466500,Female,Yes,48,Yes,Artist,3,3,High
460826,Female,No,32,Yes,Artist,0,3,Low
466714,Male,Yes,66,Yes,Executive,0,2,Average
467876,Female,Yes,47,Yes,Artist,8,2,High
465204,Male,Yes,28,Yes,Healthcare,1,2,Low
461851,Female,Yes,35,Yes,Artist,3,2,Average
460823,Female,Yes,75,Yes,Lawyer,1,2,High
459328,Male,Yes,48,Yes,Executive,1,3,High
466541,Male,No,41,Yes,Entertainment,1,4,Low
461817,Female,No,25,No,Doctor,1,3,Low
459187,Female,Yes,52,No,Doctor,0,3,Average
464352,Male,Yes,58,Yes,Doctor,0,2,Average
462752,Female,No,26,No,Healthcare,,1,Low
459814,Female,No,49,Yes,Artist,0,3,Low
460309,Male,No,28,Yes,Marketing,9,5,Low
467169,Male,No,53,Yes,Artist,0,1,Low
461362,Female,No,27,Yes,Doctor,0,4,Low
462942,Female,No,33,Yes,Entertainment,0,4,Low
463088,Female,Yes,89,Yes,Lawyer,0,2,High
463924,Female,No,40,Yes,Artist,1,1,Low
462105,Male,Yes,47,No,Executive,,4,High
462794,Male,No,27,No,Healthcare,10,5,Low
462399,Male,Yes,37,Yes,Executive,1,6,Low
465593,Male,Yes,56,No,Lawyer,0,3,High
465437,Male,Yes,48,Yes,Executive,2,5,High
465457,Female,No,32,Yes,Engineer,0,1,Low
463167,Male,Yes,39,Yes,Doctor,1,3,Average
463176,Male,Yes,39,Yes,Artist,,4,Average
462141,Female,No,39,Yes,Artist,9,1,Low
460760,Male,Yes,60,No,Artist,1,4,High
461938,Female,No,33,Yes,Engineer,9,2,Low
465041,Female,Yes,50,No,Artist,0,4,Average
462896,Male,Yes,58,Yes,Entertainment,,2,Low
467226,Female,No,20,No,Entertainment,1,4,Low
467228,Male,No,29,Yes,Healthcare,,4,Low
459800,Female,No,37,No,Engineer,0,1,Low
466175,Male,Yes,25,Yes,Doctor,1,2,Low
460212,Male,Yes,37,Yes,Entertainment,11,6,Low
466912,Male,Yes,68,Yes,Engineer,0,1,Low
460373,Male,No,20,No,Healthcare,2,3,Low
466383,Male,,22,No,Healthcare,9,3,Low
463728,Female,Yes,30,No,Doctor,1,6,Average
466596,Female,Yes,83,Yes,Artist,0,2,High
465945,Female,No,52,Yes,Artist,0,1,Low
464825,Female,No,19,No,Healthcare,7,1,Low
462235,Female,Yes,36,Yes,Engineer,11,2,Low
463477,Male,No,31,No,Healthcare,1,4,Low
465744,Male,Yes,51,Yes,Artist,0,2,Average
467093,Female,Yes,53,Yes,Artist,8,2,Average
464351,Female,No,31,Yes,Healthcare,1,1,Low
466955,Male,Yes,57,No,Entertainment,0,4,Low
462305,Male,Yes,36,Yes,Artist,0,5,Average
461519,Male,No,35,No,Doctor,,3,Low
465885,Female,No,41,Yes,Marketing,1,2,Low
461022,Male,Yes,69,Yes,Artist,0,1,Low
463146,Male,Yes,37,No,Entertainment,11,2,Average
466807,Female,,41,Yes,Healthcare,0,1,Low
459150,Female,No,49,Yes,Doctor,0,1,Low
467114,Male,Yes,59,Yes,Marketing,0,3,Average
466395,Female,Yes,37,Yes,Doctor,2,2,High
465028,Female,Yes,68,Yes,Lawyer,3,4,High
467194,Male,No,29,No,Entertainment,,3,Low
464189,Female,No,42,Yes,Artist,1,2,Low
466897,Male,,52,No,Doctor,0,3,High
466043,Female,Yes,46,Yes,Artist,1,4,Average
460585,Male,No,49,No,Entertainment,1,3,Low
461217,Female,No,33,Yes,Engineer,1,5,Low
465759,Male,Yes,33,No,Artist,1,3,Low
463485,Female,No,25,No,Engineer,,3,Low
464781,Male,No,32,No,Marketing,0,3,Low
459425,Female,Yes,87,Yes,Lawyer,0,2,High
460716,Male,Yes,52,Yes,Entertainment,0,4,Average
464864,Female,No,27,No,Engineer,14,8,Low
467250,Male,Yes,63,Yes,Entertainment,6,2,Low
460169,Female,Yes,89,Yes,Lawyer,1,2,High
461204,Female,Yes,86,Yes,Artist,,4,Low
462401,Male,Yes,31,No,Executive,1,2,Average
464290,Female,No,41,Yes,Artist,0,1,Low
462692,Female,Yes,35,No,Artist,,2,Average
464599,Female,Yes,50,Yes,Artist,1,7,High
464952,Female,Yes,70,No,Engineer,0,2,Average
460502,Female,Yes,55,Yes,Engineer,1,3,Average
463897,Female,Yes,36,Yes,Homemaker,8,5,Average
464401,Female,Yes,66,Yes,Lawyer,4,1,Low
460631,Male,,47,Yes,Marketing,,2,High
462621,Female,Yes,49,No,Engineer,5,5,Average
466092,Male,Yes,65,Yes,Artist,1,4,Average
466469,Female,No,23,No,Healthcare,1,4,Low
459804,Male,Yes,45,No,Artist,3,4,High
460548,Male,No,33,No,Entertainment,1,5,Low
459733,Male,Yes,48,Yes,Executive,1,3,High
466830,Male,No,28,Yes,Healthcare,5,4,Low
466849,Female,No,27,Yes,Artist,0,8,Low
461090,Female,Yes,45,Yes,Engineer,1,3,Low
466531,Female,Yes,49,Yes,Entertainment,2,3,Average
464752,Female,Yes,46,,Marketing,,1,Low
467378,Female,Yes,56,Yes,Artist,1,2,Average
462830,Male,No,21,No,Healthcare,,1,Low
461087,Female,Yes,29,No,Artist,0,2,Average
461857,Male,No,33,No,Entertainment,,3,Low
465754,Female,Yes,57,Yes,Artist,0,4,Average
466708,Male,Yes,65,No,Entertainment,1,1,Low
465133,Female,Yes,61,Yes,Engineer,1,5,Average
467266,Female,No,32,No,Healthcare,0,4,Low
464304,Male,Yes,35,Yes,Artist,1,1,Low
464393,Female,Yes,82,Yes,Lawyer,1,2,High
464883,Female,Yes,37,No,Engineer,1,4,Low
464002,Female,No,26,No,Engineer,0,5,Low
465203,Male,No,32,Yes,Healthcare,2,3,Low
461860,Female,Yes,81,Yes,Lawyer,1,2,High
459934,Male,No,49,Yes,Artist,0,1,Low
461408,Male,Yes,46,Yes,Marketing,1,3,Low
459545,Female,No,20,No,Doctor,,4,Low
460737,Male,,66,Yes,Artist,0,,Low
459967,Male,No,27,Yes,Entertainment,9,3,Low
464493,Female,Yes,66,Yes,Lawyer,6,4,Average
463020,Male,Yes,31,Yes,Artist,0,3,Average
466704,Male,Yes,53,Yes,Doctor,4,2,Average
462950,Female,No,29,Yes,Doctor,0,5,Low
459862,Male,Yes,70,No,Executive,,2,High
465560,Male,Yes,60,Yes,Entertainment,1,5,Average
465114,Female,No,43,No,Doctor,4,6,Low
464908,Male,Yes,73,Yes,Entertainment,5,1,Low
459761,Female,No,47,No,Engineer,,,Low
464109,Male,Yes,47,No,Entertainment,0,3,Average
463748,Male,No,20,No,Healthcare,1,3,Low
461808,Male,Yes,38,Yes,Artist,0,2,Low
461716,Female,Yes,56,Yes,Lawyer,5,9,High
466409,Male,Yes,51,Yes,Artist,0,5,Average
464160,Male,Yes,27,Yes,Artist,4,2,Average
462459,Male,No,30,Yes,Artist,2,2,Low
463347,Male,Yes,49,Yes,Artist,1,4,Average
461117,Female,No,30,Yes,Healthcare,0,6,Low
467023,Male,Yes,26,No,Doctor,9,2,Average
462637,Female,Yes,58,No,Marketing,,6,Average
465068,Male,Yes,42,Yes,Artist,3,4,Average
463731,Male,No,23,No,Healthcare,0,,Low
462239,Male,Yes,49,Yes,Executive,1,5,High
467472,Male,Yes,59,Yes,Executive,3,4,High
460269,Male,No,31,Yes,Healthcare,8,,Low
466286,Female,Yes,49,Yes,Artist,0,5,Average
467017,Male,No,31,Yes,Engineer,,4,Low
463767,Male,Yes,32,Yes,Artist,9,2,Average
466653,Male,Yes,41,Yes,Entertainment,5,1,Low
464982,Male,Yes,71,Yes,Executive,1,4,High
465021,Male,Yes,62,Yes,Entertainment,0,3,Average
462513,Male,No,26,Yes,Artist,,4,Low
460079,Female,No,41,No,Doctor,0,1,Low
460092,Male,No,41,Yes,Doctor,2,2,Low
462534,Male,No,38,Yes,Artist,,1,Low
466172,Male,Yes,53,Yes,Artist,3,3,Average
463370,Male,Yes,46,Yes,Doctor,2,4,Low
463030,Male,Yes,50,Yes,Executive,1,3,High
465359,Female,Yes,40,No,Artist,1,1,Low
462504,Female,No,49,No,Artist,9,1,Low
465937,Female,No,30,Yes,Healthcare,9,3,Low
460534,Male,Yes,36,Yes,Artist,0,4,Average
461032,Female,Yes,66,Yes,Lawyer,0,3,High
463285,Male,Yes,31,No,Marketing,,4,Low
466773,Female,Yes,37,Yes,,0,,Low
463568,Female,No,26,No,Healthcare,1,,Low
463785,Female,No,27,No,Healthcare,0,4,Low
467127,Male,Yes,70,No,Lawyer,,1,Low
467469,Male,Yes,43,No,Entertainment,,3,Average
461358,Male,No,42,No,Entertainment,1,3,Low
464803,Male,No,28,No,Doctor,1,1,Low
460938,Male,No,38,Yes,Artist,,1,Low
460960,Male,Yes,48,Yes,Entertainment,6,2,Low
461461,Male,Yes,36,No,Entertainment,9,2,Average
460192,Male,Yes,41,Yes,,0,2,Low
466960,Male,Yes,40,Yes,Artist,1,2,Low
466674,Female,Yes,57,Yes,Artist,0,2,High
467747,Female,Yes,50,Yes,Artist,,4,High
460037,Female,No,42,Yes,Entertainment,5,7,Low
461310,Male,No,20,No,Marketing,,5,Low
460166,Female,No,21,No,Healthcare,1,7,Low
459454,Male,Yes,38,No,Artist,,2,Average
461403,Female,No,27,Yes,Healthcare,0,4,Low
459129,Female,No,26,Yes,Marketing,9,,Low
464453,Female,Yes,46,Yes,Artist,4,5,High
463926,Female,No,27,No,Engineer,0,6,Low
462718,Female,No,25,No,Marketing,8,5,Low
464440,Male,Yes,87,Yes,Lawyer,0,2,High
467197,Male,No,27,Yes,Healthcare,1,3,Low
465070,Female,Yes,48,Yes,Marketing,6,1,Low
466127,Male,Yes,51,Yes,Doctor,1,4,Average
466941,Male,Yes,81,Yes,Lawyer,,2,High
467918,Male,Yes,48,Yes,Artist,7,2,Average
462696,Male,Yes,52,No,Artist,0,2,High
464135,Female,Yes,68,Yes,Lawyer,0,2,High
467586,Male,Yes,35,Yes,Artist,3,3,Average
460794,Female,Yes,39,Yes,Homemaker,9,1,Low
460155,Female,Yes,53,Yes,Artist,2,2,High
464606,Male,Yes,41,Yes,Artist,1,2,Average
465856,Male,Yes,41,Yes,Artist,11,2,High
463214,Female,No,25,No,Engineer,1,1,Low
462848,Female,Yes,23,No,Healthcare,7,2,High
465293,Female,Yes,47,Yes,Artist,1,5,High
461666,Female,Yes,35,Yes,Artist,0,2,High
459773,Male,Yes,51,Yes,Executive,1,3,Low
463647,Female,No,38,Yes,Engineer,1,1,Low
464156,Male,Yes,62,Yes,Artist,10,1,Low
460457,Female,No,43,Yes,Entertainment,8,,Low
463139,Male,Yes,60,Yes,Executive,1,6,High
464355,Male,Yes,47,Yes,Executive,1,4,High
462183,Male,No,22,No,Marketing,0,4,Low
466697,Female,No,31,No,Marketing,0,3,Low
466730,Female,Yes,38,Yes,Engineer,3,2,Low
466394,Female,Yes,42,No,Entertainment,6,5,Average
459009,Female,Yes,50,Yes,Artist,1,3,Average
460554,Male,Yes,38,No,Artist,5,3,Average
462498,Female,Yes,55,Yes,Doctor,0,3,Average
459926,Female,Yes,71,Yes,Artist,1,2,Average
465910,Male,Yes,38,No,Artist,10,4,Average
459166,Male,Yes,77,Yes,Artist,1,1,Low
462545,Male,No,33,No,Engineer,1,3,Low
459406,Male,Yes,72,No,Executive,0,2,High
464772,Female,Yes,43,No,Engineer,9,4,Average
465491,Female,No,35,Yes,Artist,0,3,Low
463123,Female,No,33,Yes,Doctor,1,3,Low
462015,Male,Yes,27,Yes,Entertainment,0,2,Average
461107,Male,No,21,No,Healthcare,0,6,Low
459265,Female,Yes,41,Yes,Artist,0,2,Average
462789,Female,No,19,No,Healthcare,,6,Low
465356,Female,,50,No,Artist,1,4,High
460295,Male,No,29,Yes,Artist,9,3,Low
463871,Female,Yes,46,No,Artist,8,1,Low
464594,Male,Yes,46,Yes,Artist,1,1,Low
460694,Female,Yes,53,No,Engineer,3,1,Low
464369,Male,Yes,36,Yes,Executive,1,4,High
463983,Female,Yes,36,No,Engineer,0,2,Average
463973,Male,Yes,56,No,Executive,,5,High
465721,Male,Yes,25,Yes,Entertainment,1,2,High
467347,Female,No,32,No,Entertainment,,4,Low
461325,Male,No,61,Yes,Entertainment,1,3,Low
465335,Male,Yes,61,No,Entertainment,1,2,Average
461871,Male,Yes,53,Yes,Artist,0,2,Average
466296,Male,Yes,69,No,Executive,1,4,High
462252,Male,No,47,Yes,Entertainment,4,1,Low
460209,Female,Yes,26,Yes,Entertainment,5,7,Low
465890,Female,No,39,Yes,Artist,9,1,Low
459745,Male,Yes,47,No,Artist,0,4,Low
465715,Female,Yes,69,Yes,Artist,7,1,Low
467168,Male,Yes,46,Yes,Artist,8,2,Average
465805,Male,Yes,50,Yes,Engineer,,1,Low
461417,Female,No,37,Yes,Doctor,1,3,Low
462938,Female,No,50,Yes,Artist,6,1,Low
463869,Female,Yes,52,Yes,Doctor,0,4,Average
459071,Male,No,28,Yes,Healthcare,5,4,Low
460193,Male,No,42,Yes,Entertainment,3,2,Low
462936,Female,No,43,Yes,Engineer,,1,Low
464015,Female,No,42,Yes,Artist,,2,Low
467961,Male,Yes,45,Yes,Executive,1,5,High
464442,Male,Yes,57,Yes,Lawyer,1,2,High
465834,Male,No,48,Yes,Entertainment,0,3,Low
462857,Male,No,18,No,Healthcare,1,3,Low
467268,Male,Yes,88,Yes,Lawyer,,1,Low
463474,Male,Yes,51,No,Artist,3,2,Average
463607,Female,No,29,Yes,Engineer,1,5,Low
460793,Female,Yes,28,No,Artist,,3,Low
464874,Female,Yes,47,Yes,Artist,0,4,Average
465907,Female,No,25,Yes,Marketing,8,,Low
465186,Female,Yes,38,No,Artist,4,4,Average
463861,Male,Yes,37,Yes,Artist,1,1,Low
464027,Male,No,22,No,Healthcare,9,4,Low
460985,Female,Yes,61,Yes,Engineer,0,2,Average
466870,Male,Yes,42,Yes,Artist,0,2,Average
466060,Male,Yes,60,Yes,Artist,1,2,Average
461273,Male,Yes,73,Yes,Entertainment,1,4,High
464925,Male,,60,No,Executive,6,2,Average
465673,Female,No,27,,Marketing,8,4,Low
461648,Female,Yes,49,Yes,Artist,1,1,Low
467631,Male,Yes,72,Yes,Lawyer,3,2,High
467804,Female,Yes,43,Yes,Artist,1,2,Average
465946,Female,Yes,50,Yes,,1,2,Low
460076,Female,No,49,Yes,,0,2,Low
466000,Male,Yes,38,Yes,Doctor,5,2,Low
459445,Female,Yes,35,Yes,Artist,0,3,Average
466292,Female,Yes,82,No,Lawyer,1,2,High
463804,Male,Yes,63,Yes,Artist,9,1,Low
464081,Male,Yes,73,Yes,Executive,11,2,High
462543,Female,Yes,38,Yes,Artist,4,1,Low
463444,Male,Yes,61,Yes,Lawyer,,2,High
463051,Female,No,42,Yes,Homemaker,10,1,Low
465893,Female,Yes,43,Yes,Engineer,0,2,Average
466812,Male,No,31,No,Homemaker,14,1,Low
463129,Male,Yes,69,No,Doctor,,1,Low
467091,Female,No,42,Yes,Entertainment,1,3,Low
460268,Male,Yes,32,Yes,Artist,9,2,Average
465757,Male,Yes,39,Yes,Artist,3,4,Average
460021,Female,Yes,48,Yes,Artist,0,4,Average
463859,Male,Yes,39,Yes,Artist,6,2,Average
460053,Male,Yes,55,Yes,Artist,9,2,Average
466659,Male,Yes,60,Yes,Doctor,1,2,High
466533,Female,No,51,Yes,Entertainment,1,1,Low
465307,Female,Yes,61,Yes,Artist,0,3,Average
464592,Female,No,43,Yes,Artist,1,1,Low
460975,Male,Yes,86,,Lawyer,1,2,High
461647,Female,Yes,55,Yes,Artist,2,3,Average
467462,Female,Yes,43,Yes,Artist,1,5,Average
467594,Male,Yes,45,No,Executive,0,3,Average
464255,Female,Yes,50,Yes,Artist,1,5,Average
461701,Male,Yes,40,No,Artist,1,2,Average
466516,Male,No,19,No,Healthcare,0,3,Low
464036,Female,No,25,Yes,Doctor,3,1,Low
461887,Female,No,89,Yes,Lawyer,2,1,Low
464093,Female,No,25,No,Engineer,1,,Low
466177,Female,Yes,49,Yes,Artist,0,3,Average
467486,Female,Yes,46,Yes,Engineer,1,5,Average
466775,Female,Yes,83,Yes,Lawyer,0,2,Low
467412,Male,Yes,35,Yes,Executive,6,4,Average
460546,Female,Yes,71,Yes,Lawyer,1,2,Low
466204,Male,Yes,50,Yes,Artist,0,3,Average
459000,Male,Yes,58,No,Executive,12,2,High
460635,Male,Yes,29,No,Healthcare,,2,High
466781,Male,Yes,35,Yes,Artist,1,4,Average
464992,Male,Yes,67,Yes,Executive,0,2,High
464921,Male,Yes,35,No,Doctor,0,5,Average
458982,Male,Yes,61,Yes,Executive,1,3,High
461045,Female,No,29,No,Entertainment,0,2,Low
466644,Female,No,49,Yes,Homemaker,0,,Low
459623,Male,Yes,46,No,Entertainment,,5,Average
459346,Male,Yes,47,Yes,Executive,0,5,Average
464183,Female,No,37,No,Artist,4,2,Low
466642,Male,No,18,No,Healthcare,9,3,Low
460519,Female,No,23,No,Entertainment,0,2,Low
462687,Male,No,29,No,Homemaker,11,3,Low
464847,Female,Yes,52,No,Artist,,4,Average
467921,Female,No,43,Yes,Artist,1,4,Low
460863,Male,Yes,66,Yes,Artist,0,5,Low
464168,Male,Yes,45,Yes,Executive,1,3,High
464819,Female,Yes,67,Yes,Lawyer,1,1,Low
465718,Female,Yes,49,Yes,Marketing,9,2,Low
461025,Male,Yes,38,No,Executive,1,4,High
466243,Female,Yes,38,No,Engineer,1,2,Low
463059,Female,No,32,Yes,Homemaker,10,1,Low
466962,Male,Yes,48,Yes,Artist,8,2,Average
463067,Female,No,42,Yes,Homemaker,7,1,Low
465755,Female,No,50,Yes,Artist,8,3,Low
460088,Female,Yes,33,Yes,Homemaker,,2,High
466301,Male,Yes,50,Yes,Artist,0,3,Average
467884,Female,Yes,30,Yes,Engineer,8,6,High
459908,Male,Yes,89,No,Lawyer,0,,Low
459315,Female,Yes,27,Yes,Doctor,1,2,Low
465343,Female,Yes,43,Yes,Engineer,1,4,Average
467772,Female,No,25,No,Marketing,1,2,Low
